judul_film,ringkasan_sinopsis,genre
Bilur-bilur penyesalan,"Kisah ini terentang sepanjang 21 tahun. Dan dalam waktu yang sekian panjang itu, peristiwa-peristiwa yang fantastis terjadi. Semarang 1966. Roy Paturungi (Deddy Mizwar), anak yatim, marah besar karena ujian dari dosen Handoko (Pitrajaya Burnama) tidak pernah lulus. Handoko mempunyai sentimen khusus, karena Roy saling cinta dengan anaknya Paramita (Sophia Latjuba) yang sudah ditinggal ibunya. Handoko tidak ingin anaknya lepas dari dirinya. Ia sangat posesif. Kemarahan Roy dilampiaskan dengan merusak mobil Handoko, hingga ia masuk penjara dua tahun. Keluar dari penjara, ia disembunyikan beberapa hari di kamar Paramita. Lalu menghilang. Hasilnya Paramita mengandung dan ketika tahu, Handoko terguncang dan meninggal. Dalam keadaan terguncang pula, Paramita melahirkan bayi kembar laki-laki. Ia menolak kehadiran bayi itu, karena dianggap penyebab mati ayahnya. Maka atas prakarsa dokter keluarga, dr. Alim (Henky Solaiman) dan rekan psikiaternya, kedua bayi itu diusahakan di adopsi oleh dua keluarga berbeda. Jakarta 1983. Dua bayi itu menjadi Ardi (Rano Karno), besar dalam keluarga sederhana, dan Erik (Tio Pakusadewo), tumbuh dalam keluarga berantakan tetapi kaya. Erik dan Ardi satu universitas, lain fakultas. Mereka mengincar gadis yang sama, Vina (Luci Parnita). Permusuhan terjadi dan Ardi selalu mengalah. Sementara Norma, mahasiswa disitu juga, lebih menaruh hati pada Ardi. Norma ini ternyata anak Roy. Dalam suatu pesta, Norma adu minum bir dengan Erik, lalu terjadi hubungan seks.",Laga
Noesa Penida,"Kisah cinta segi tiga antara dua kakak beradik, Jaya dan I Pageh, anak rakyat biasa, dengan Gusti Ayu Pandansari, putri Raja Tabanan, Bali. Raja terbunuh, dan putrinya diselamatkan pengikut setia raja, I Murda. Pandansari sejak kecil sudah akrab dengan Jaya dan Pageh, dan di antara mereka terjalin kasih. Penghalangnya: perbedaan kasta. Walau cenderung memilih Jaya, Pandansari menikah dengan Pageh, sebab percaya akan desas-desus bahwa Jaya mati di pembuangan.",Laga
Belaian kasih,"""Kalau ibu meninggal, carilah ayahmu."" Begitu kata-kata terakhir ibunya pada Hanifah (Sri Redjeki) sebelum meninggal. Ayahnya memang hanya dikenal lewat foto, karena pergi berjuang waktu revolusi. Ayah nikah lagi, karena tak mau berzinah, dan punya anak Herni (Ernie Djohan). Ketika perkawinan ini diberitahukan, ibu Hanifah marah dan mereka bercerai. Kebetulan Hanifah berjumpa dengan Herni, dan karena tak punya saudara dianjurkan tinggal di rumah saudara Herni. Hanifah terkejut ketika jumpa ayah Herni, yang dikenalinya sebagai ayahnya dari foto yang selalu dibawanya. Rahasia ini diungkapkan melalui lagu yang diciptakan ayah Hanifah khusus untuk ibunya. Hanifah dan ayahnya saling merahasiakan hubungan ini karena takut mengganggu hubungan keluarga yang sekarang. Herni curiga atas hubungan ini dan mengatakan pada ibunya. Keluarga jadi kacau. Akhirnya sang ayah mengatakan yang sebenarnya, maka keadaan berubah jadi penyesalan. Herni yang merasa bersalah lalu mencari Hanifah, yang ditemukannya sudah akan naik kereta.",Laga
3 hari untuk selamanya,Perjalanan tiga hari yang mengubah segalanya. Dalam perjalanan itu mereka bertemu banyak hal dan berdiskusi tentang seks perkawinan dan agama.,Laga
3 hati dua dunia satu cinta,Rosid pemuda muslim yang idealis dan terobsesi menjadi seniman besar seperti WS Rendra. Gaya seniman Rosid dengan rambut kribonya membuat Mansur sang ayah gusar karena tidak mungkin bagi Rosid untuk memakai peci. Padahal peci—bagi Mansur—adalah lambang kesalehan dan kesetiaan kepada tradisi keagamaan. Bagi Rosid bukan sekadar kribonya yang membuatnya tidak mungkin memakai peci melainkan karena Rosid tidak ingin keberagamaannya dicampur-baur oleh sekadar tradisi leluhur yang disakralkan. Delia seorang gadis katolik berwajah manis kepincut pada sosok Rosid. Tentu saja ini hubungan yang nekad . Rosid dan Delia adalah dua anak muda yang rasional dalam menyikapi perbedaan. Tapi orang tua mana yang rela dengan kisah cinta mereka. Maka mereka pun mencari cara untuk memisahkan Rosid dan Delia. Jurus Frans dan Martha orang tua Delia adalah dengan mencoba mengirim Delia sekolah ke Amerika. Berbeda lagi dengan Mansur. Ia berupaya menjinakkan Rosid dengan meminta nasihat Said sepupunya yang ternyata tega menipunya. Muzna ibunda yang sangat dihormati Rosid pun turun tangan. Sang Ibu dengan bantuan Rodiah adik suaminya menjodohkan Rosid dengan Nabila gadis cantik berjilbab yang ternyata mengidolakan Rosid sang penyair. Memang cinta Rosid dan Delia begitu kuat tetapi sekuat itu juga tantangannya. Selain perbedaan agama ternyata ada beban psikologis yang harus dihadapi jika mereka meneruskan hubungan itu hingga ke ikatan pernikahan. Berhasilkah mereka bersatu dalam ikatan perkawinan? Memang nasib cinta tak ada seorang pun yang tahu.,Laga
Bodyguard Ugal-Ugalan,Syahrini merupakan seorang penyanyi pop terkenal dengan jutaan fans. Suatu ketika kehidupannya terganggu saat mendapat banyak ancaman dari orang yang tak dikenal. Ia lantas menemui Erin sahabatnya yang memiliki perusahaan jasa sewa keamanan bernama The Guardians. Syahrini memilih Boris Acho Lolox Anyun dan Jessica sebagai pengawal pribadinya. Konser tunggalnya yang digelar di sebuah gedung mewah pada awalnya berjalan lancer namun di tengah-tengah ia diculik oleh segerombolan orang tak dikenal. Boris Acho Lolox Anyun dan Jessica segera melakukan usaha penyelamatan.,Laga
Bukan Cinta Biasa,ommy (Ferdy Taher) adalah vokalis band terkenal 16 tahun yang lalu. Tanpa dia sadari gaya hidupnya yang bebas telah membuahkan seorang anak bersama kekasihnya dulu (Wulan Guritno). Suatu hari di pintu apartemen Tommy muncul gadis berusia 15 tahun yang mengaku anaknya. Keraguan bahwa itu hanya pengakuan yang mengada-ada dari gadis muda bernama Nikita (Olivia Lubis Jensen) itu mendadak sirna ketika Tommy mendengar langsung pangakuan Lintang (Wulan Guritno) mantan pacarnya pada tahun 90-an. Saat itu mereka berpisah begitu saja karena kelakuan Tommy yang jauh dari bagus. Mengingat Lintang jago karate Tommy lebih memilih menghilang ke dasar bumi daripada menghadapi Lintang lagi Lintang akan mengikuti calon suaminya ke USA sementara Nikita masih harus menjalani sisa sekolahnya beberapa bulan sebelum menyusulnya. Dengan terpaksa Lintang yang tidak punya pilihan lagi itu harus merelakan Nikita untuk sementara waktu di”jaga” oleh Tommy. Masalah jadi lebih rumit ketika Nikita mulai menapaki cinta pertamanya dengan Brad Rocker muda yang lagi naik daun saat ini. Hubungan Tommy dan Nikita yang awalnya berlangsung kaku mulai sangat cair hati mereka mulai saling menyayangi satu sama lain. Tommy diam diam tetap bertekad menghalangi perasaan Nikita kepada Brad ia berusaha mengalihkan perhatian Nikita atas Brad.,Laga
Capres,Capres film yang menceritakan tentang pencalonan seorang pria lugu untuk maju sebagai calon presiden. Adalah hartono (dwi sasono) seorang pegawai administrasi biasa di sebuah kantor partai yang dicalonkan oleh partai asu untuk menjadi calon presiden menggantikan ketua partai mereka yang ditangkap kpk. Para petinggi partai berharap pencalonan hartono sebagai calon presiden dalam pemilu dapat mempertahankan sejumlah dana yang telah terkumpul dari berbagai pejabat dan pengusaha sebagai dana operasional kampanye partai. Memang sejak ketua umum partai asu ditangkap kpk mereka langsung memutar otak untuk mencari calon presiden yang kacangan yang mau dijadikan boneka dan alat untuk mencari keuntungan bagi partai asu. Mereka tidak sadar bahwa hartono yang lugu belum tentu bodoh.,Laga
D.O. (Drop Out),"Film ini berkisah tentang Jemi (Ben Joshua) seorang mahasiswa yang sudah lama belum lulus-lulus. Ia diberikan pilihan ""jika semester ini ia tidak berhasil lulus maka ia akan di-drop out dari kampus"". Ia memiliki teman-teman dekat namun tidak ada yang dapat menolongnya. Seperti Si Germo (Dwi Sasono) yang hobinya mencuri apa aja (mulai dari celana dalam sampai mobil) Si Ketek (Ferry Gustian) yang nafsunya sangat besar dan Si Banci (Dimas Aditya) yang tidak jelas menyukai lelaki atau perempuan. Mereka berempat kost di tempat Tante Rosa (Sarah Sechan) ibu kost yang suka “daun muda” dan centil yang kerap mengganggu mereka. Hingga suatu hari muncul Lea (Titi Kamal) dosen muda yang pintar tetapi kolotnya minta ampun. Simbiosis mutualisme pun terjadi antara Lea dan Jemi. Lea memberikan pelajaran intensif supaya Jemi bisa lulus Jemi pun memberi “mata kuliah ekstra” pada Lea agar Lea lebih mengerti kenapa lelaki dan perempuan diciptakan berpasang-pasangan.Hingga suatu hari muncul Lea (Titi Kamal) dosen muda yang pintar tetapi kolotnya minta ampun. Simbiosis mutualisme pun terjadi antara Lea dan Jemi. Lea memberikan pelajaran intensif supaya Jemi bisa lulus Jemi pun memberi “mata kuliah ekstra” pada Lea agar Lea lebih mengerti kenapa lelaki dan perempuan diciptakan berpasang-pasangan. “Kerja sama” ini berbuntut ke cinta serius yang tumbuh di antara mereka. Sayangnya dosen senior bernama Doktor M. (dr. Boyke) yang tengah mengalami krisis paruh baya ternyata jatuh cinta juga pada Lea. Jemi pun ditawari “kerja sama” yang lain Doktor M menjamin kelulusan Jemi asal Jemi bisa merayu Lea untuk menjadi istri muda Doktor M. Sedangkan Dr. M telah memiliki istri yang judes (Donna Harun). “Kerja sama” ini berbuntut ke cinta serius yang tumbuh di antara mereka. Sayangnya dosen senior bernama Doktor M. (dr. Boyke) yang tengah mengalami krisis paruh baya ternyata jatuh cinta juga pada Lea. Jemi pun ditawari “kerja sama” yang lain Doktor M menjamin kelulusan Jemi asal Jemi bisa merayu Lea untuk menjadi istri muda Doktor M. Sedangkan Dr. M telah memiliki istri yang judes (Donna Harun).",Laga
Ganasnya Nafsu,seorang bajingan Sahlan dengan istrinya Zahra. Sahlan terlibat perampokan berdarah dan karenanya jadi buron. Ia hanya berani pulang pada malam hari. Ia bahkan merongrong istrinya termasuk minta pelayanan seks dengan cara tak wajar. Zahra suatu hari diterima jadi bintang film. Sahlan semakin menjadi-jadi. Ia menggunakan Zahra untuk memeras produsernya.,Laga
Garasi,Gaia Aga dan Awan hanya memiliki satu tujuan dalam hidup mereka: bermain musik. Mereka membentuk sebuah band memproduksi mini-album mereka sendiri dan mendistribusikannya dengan dukungan toko musik lokal. Segera album ini membuat mereka menjadi pahlawan lokal. Tetapi di luar band mereka masing-masing memiliki rahasia mereka sendiri. Meskipun keDan musik mereka mereka masih muda dan gelisah dan masih mencari identitas mereka yang sebenarnya. Ketika Garasi mendapatkan popularitas persahabatan mereka diuji. Cinta yang tersembunyi miskomunikasi konflik mereka dengan keluarga mereka dan penilaian dari media dan masyarakat memaksa mereka untuk menyadari siapa mereka sebenarnya dan betapa mereka mencintai musik mereka.,Laga
Jagad X Code,Tiga anak muda pengangguran yang tinggal di kampung Kali Code Yogyakarta. Mereka adalah Jagad (Ringgo Agus Rahman) Bayu (Mario Irwiensyah) dan Gareng (Opi Bachtiar) berusaha mewujudkan keinginannya masing-masing. Jagad ingin membelikan mesin cuci bagi ibunya Bayu ingin mempunyai sendiri lapak jualan buku dan majalah sementara Gareng ingin membuat salon kecil buat Menik adiknya.,Laga
Jagoan Instan,"Di Amerika ada tiga jagoan menganggur karena kondisi negeri mereka sudah damai dan makmur. Di Indonesia ada bekas jagoan yang gagal memperbaiki keadaan. Korupsi dan kejahatan tetap merajalela. Om Gun (Dede Yusuf) , bekas jagoan itu, mengundang tiga jagoan Amerika untuk beraksi di Indonesia dengan syarat membawa apa yang dinamakan serum jagoan. Dengan serum jagoan Om Gun lalu merekrut keponakannya, Bumi (Kemal Palevi), menjadi seorang jagoan untuk memberantas kejahatan. Maka Bumi pun menjadi Jagoan Instan, jagoan yang mempunyai kekuatan setelah disuntik serum jagoan. Bila pengaruh serum itu menghilang maka Bumi kembali menjadi manusia biasa-biasa saja. Mulai dari mematai-matai anggota DPR yang studi banding sampai menyelamatkan Mbah penunggu (Ki Manteb Soedharsono) gunung dilakukan Bumi. Bahkan juga menyelamatkan uang satu ember dari rumah seorang koruptor. Bumi berhadapan dengan musuh utamanya, Romeo (Kevin Julio), yang merebut pacarnya, Pertiwi (Anisa Rahma). Romeo putra tunggal Ratu Gelondongan (Meriam Bellina), pemimpin perhimpunan pembalak hutan seluruh Indonesia. Romeo sadar Pertiwi tidak mencintainya. Ia mau menyerahkan Pertiwi ke Bumi asal Bumi mau menyerahkan serum jagoan. Bumi setuju. Pada hari pertukaran itu, Romeo menjajal serum jagoan dan memaksa Bumi menghadapinya. Maka terjadilah duel dua 'jagoan' yang berlangsung tiga hari tiga malam.",Laga
Janji Joni,Mungkin berkat terbesar yang pernah diberikan oleh seni kepada umat manusia. Semua orang tahu proses pembuatan film. Tetapi hanya sedikit yang mengerti peran seorang pemuda bernama Joni dalam prosesnya. Dia adalah pria di belakang layar. Itu tergantung padanya apakah orang bisa menonton film di teater atau tidak. Joni adalah pengantar film. Suatu hari dia bertemu seorang wanita muda yang cantik yang akan memberi tahu namanya hanya jika dia berjanji dia dapat memberikan gulungan film yang akan dia temui tepat waktu. Joni berpikir ini akan mudah. Tapi hari itu tampaknya seluruh kota bersekongkol untuk membuatnya gagal memenuhi janjinya.,Laga
Catatan si boy,Seorang mahasiswa dari keluarga kaya memiliki hubungan dengan seorang gadis dari kampusnya tetapi cinta pasangan itu ditolak oleh orang tuanya.,Laga
Catatan si boy 2,Priska (Vena Melinda) dan Vera (Meriam Bellina) sahabat ketika mereka sama-sama kuliah di Los Angeles. Priska adalah saudara Emon (Didi Petet). Ketika Vera dan Priska kembali ke Indonesia mereka langsung berpisah. Vera tetap di Jakarta sementara Priska tinggal di Bandung. Emon memperkenalkan Priska pada Boy (Onky Alexander). Priska tertarik dengan penampilan dan kebaikan Boy. Boy hanya menganggap Priska sebagai seorang wanita yang cantik dan simpatik. Kebaikan Boy ditunjukkan ketika Boy bersedia mengantar Priska ke Bandung. Suatu hari Boy bertemu dengan Vera dan sejak saat itu mereka kembali saling tertarik dan bercinta. Ketika pembukaan rally berlangsung dimana Boy serta Emon ikut dalam pertandingan tersebut Vera dan Priska bertemu. Priska ingin menyaksikan saudaranya Emon serta Boy bertanding sementara Boy kaget melihat keakraban Vera dan Priska. Di tempat itulah Vera menyatakan pada Priska bahwa ia mencintai Boy. Priska bias menyembunyikan perasaannya ketika Vera mengatakan memang sejak lama mereka saling jatuh cinta. Boy menemui Priska mengatakan keterus-terangannya bahwa ia dan Vera sudah saling bercinta. Priska kecewa karena Priska juga menginginkan Boy mencintai dirinya. Ketika Boy mengantarkan Priska ke rumah Emon saat itulah Vera muncul konflik terjadi Vera menyangka By dan Priska pacaran. Dugaan ini diperkuat dengan intrik-nya Ocha Vera ingin menemui Boy tetapi Boy sudah pergi ke Bandung dan betul Boy sedang berdansa dengan Priska di Discotique Bandung. Sebenarnya Boy ke Bandung menemui Priska Cuma minta tolong pada Priska menjelaskan sebenarnya hubungan mereka. Jangan sampai Vera salah paham atas kebaikan Boy pada Priska. Priska akhirnya menemui Vera yang selama ini sulit untuk ditemui. Priska menjelaskan hubungan Boy dengan dirinya sebenarnya cuman teman biasa. Priska juga mengatakan bahwa Boy adalah lelaki yang baik yang pernah ia kenal. Vera sadar dan kembali pada Boy sambil minta maaf. Hubungan mereka jadi intim kembali.,Laga
Catatan si boy 3,"Berkisah tentang Boy (Onky Alexander) yang pergi ke Los Angeles untuk melanjutka studi. Disana ia berkenalan dengan Sheila (Bella Esperance), seorang pecandu heroin. Hubungan ini tidak disukai Jeffry, yang pernah bentrok dengan Boy di Jakarta dan pernah pula jadi pacar Vera, yang kini jadi pacar Boy. Jefry ternyata punya gank pemasok obat bius, hingga bentrokan tak terhindarka. Sementara, Vera menyusul ke Los Angles dan ia tak suka dengan hubungan Boy dan Sheila. Emon (Didi Petet) yang menjadi bumbu kocak di film dan sahabat Boy tentu saja muncul dan membuat ulah sendiri. Semua berakhir baik.",Laga
Catatan si boy 4,Boy (Onky Alexander) kembali ke tanah airnya untuk berlibur dari sekolah di Amerika. Sudah banyak yang berubah termasuk Vera (Meriam Bellina) yang sibuk dengan kariernya sebagai model foto. Anak laki-laki merasa disisihkan. Untuk menghibur temannya Abud (Fuad Thalib) yang bersama dengan Ina (Sisca Yulianti) adik laki-laki membuka butik di Bali mengundang pemuda itu untuk berlibur di Pulau Dewata. Di sana Boy kenal dengan Cindy (Paramitha Rusady) dan segera akrab. Sayangnya Vera juga melakukan pemotretan di Bali dan menangkap Boy ketika sendirian dengan Cindy. Boy bingung tetapi Vera dan Cindy memutuskan bahwa mereka akan melanjutkan karir mereka.,Laga
Catatan si boy 5,Boy (Onky Alexander) setelah menyelesaikan kuliahnya mencoba membangun bisnis di San Francisco. Di sana ia memiliki bos yang cantik bernama Sheena (Sophia Latjuba) yang diam-diam juga menyukai Boy. Emon (Didi Petet) kemudian datang ke tempat Boy dan di jalan ia menemukan anak terlantar yang dibawanya pulang. Cindy (Paramitha Rusady) yang juga datang ke tempat Boy segera cemburu melihat keakraban Boy dengan Sheena. Sementara Emon kemudian menemukan bahwa anak yang ia temukan adalah seorang anak yang lolos dari penculikan. Dia bermaksud mengembalikan anak itu kepada orang tuanya tetapi penculiknya tertangkap. Mereka berusaha merebut anak itu dari tangan Emon tetapi gagal. Akhirnya Emon dapat menyerahkan anak itu kepada orang tuanya tetapi dia ditangkap oleh polisi karena penculiknya. Untung ada Boy Cindy dan Sheena yang mencoba klarifikasi.,Laga
